Pfad;Name;Dateityp;BreiteHoehe;Seitenverhaeltnis;Alpha;GroesseBytes;SHA256;Kategorie;State;Zielkomponente;Duplikatgruppe;InV2Verwendet;SpaeterNutzbar
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\01_PANELS\Modal_Confirm_normal.png;Modal_Confirm_normal.png;.png;760x420;1.809524;JA;8201;103D37A8D6980B690BBFEB0F4362852014BECE041BA4D852BA91226EE05E703A;DIALOG;NORMAL;Panel-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\01_PANELS\Modal_Confirm_offline.png;Modal_Confirm_offline.png;.png;760x420;1.809524;JA;7971;DCFB0985A6F1E3E59B4CA908BD7779DC77BF58C5AAAAE0CF761B3A4FFBA7893D;DIALOG;OFFLINE;Panel-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\01_PANELS\Modal_Confirm_warning.png;Modal_Confirm_warning.png;.png;760x420;1.809524;JA;11064;C97208AA8E2137C6CE877634ADCCFCCE66AACF59C405881D098E40EC27D3C541;DIALOG;WARNING;Panel-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\01_PANELS\Modal_Error_active.png;Modal_Error_active.png;.png;760x420;1.809524;JA;7002;4DB851479DAE679812E9410C8C39DB60E9890B7D3F0FA32D358946C9B9CDFAA1;DIALOG;ACTIVE;Panel-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\01_PANELS\Modal_Error_disabled.png;Modal_Error_disabled.png;.png;760x420;1.809524;JA;4669;C4F2CCAC3A072B9B4BB77721FE8E7A83CB4EC247DDB75A971962ED69E0C7E0C6;DIALOG;DISABLED;Panel-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\01_PANELS\Modal_Error_normal.png;Modal_Error_normal.png;.png;760x420;1.809524;JA;4673;2019B1DB2E6C3C2F0855AE6CC9DF79C1B38FE7B4D87215534F5FEF80060067E5;DIALOG;NORMAL;Panel-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\01_PANELS\Modal_Error_offline.png;Modal_Error_offline.png;.png;760x420;1.809524;JA;4650;ACDE32F6696BBD4746041869657763FACACE4599F6921EE560DFC1CB43B78C13;DIALOG;ERROR;Panel-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\01_PANELS\Modal_Error_warning.png;Modal_Error_warning.png;.png;760x420;1.809524;JA;7458;44961E4AA320EFD37B270695DD017B78731D8D58480CC041B99CD888DAA0627D;DIALOG;ERROR;Panel-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\01_PANELS\Modal_Info_active.png;Modal_Info_active.png;.png;760x420;1.809524;JA;9748;DF7F34CE6F367ABB2F1A015960670B58110B9C3900F5634657AA6BFED66009D3;DIALOG;ACTIVE;Panel-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\01_PANELS\Modal_Info_disabled.png;Modal_Info_disabled.png;.png;760x420;1.809524;JA;7306;AEF6D1F12113B64D328DD193476EECF3CF9D906C684C1028513514A5163F1592;DIALOG;DISABLED;Panel-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\01_PANELS\Modal_Info_normal.png;Modal_Info_normal.png;.png;760x420;1.809524;JA;7337;B9E7B292D0CA0E9026945F793B2AA4CC476624FAC1E6B7460B4E5620991B3FF6;DIALOG;NORMAL;Panel-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\01_PANELS\Modal_Info_offline.png;Modal_Info_offline.png;.png;760x420;1.809524;JA;7299;BBA4FCE658CA247F1D458C1DB31E02CF3FA64778DFBCFFCEFF4B7AA0A34EC31F;DIALOG;OFFLINE;Panel-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\01_PANELS\Modal_Info_warning.png;Modal_Info_warning.png;.png;760x420;1.809524;JA;10334;82BE5F54F1DD0BBAA8226DF65C5E26DED67E25AF4D47B90370E800E907A5221A;DIALOG;WARNING;Panel-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\01_PANELS\Modal_Warning_active.png;Modal_Warning_active.png;.png;760x420;1.809524;JA;10119;6D155E112E5C4B38C9EF22EDD8A9D1EE6E96DA1C47C8E90C60DAB850AD0D1743;DIALOG;ACTIVE;Panel-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\01_PANELS\Modal_Warning_disabled.png;Modal_Warning_disabled.png;.png;760x420;1.809524;JA;7534;43634920D6CEE2182ABFAA7A7C8F1F99D6DA630EDC8E7DA4584D5AB1D2EF1813;DIALOG;DISABLED;Panel-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\01_PANELS\Modal_Warning_normal.png;Modal_Warning_normal.png;.png;760x420;1.809524;JA;7568;0288C7E9C0134ECC5FC13737EE2490805DCEE6113B42756A9840E4033498EDB8;DIALOG;NORMAL;Panel-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\01_PANELS\Modal_Warning_offline.png;Modal_Warning_offline.png;.png;760x420;1.809524;JA;7490;0721942ECE491DA3C0E53B78767067192DC310A779A42797200737123D98C63E;DIALOG;WARNING;Panel-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\01_PANELS\Modal_Warning_warning.png;Modal_Warning_warning.png;.png;760x420;1.809524;JA;10607;5B6913FE017E2533221C95FAF309ED7116D10010494C737872F9C507389B6F06;DIALOG;WARNING;Panel-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\01_PANELS\Music_Player_active.png;Music_Player_active.png;.png;1200x260;4.615385;JA;8193;4C1F9F395C81D0265D052B0E53D087B764961E811805CCEE0C863C10C1BD38A0;MUSIC_PLAYER;ACTIVE;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\01_PANELS\Music_Player_disabled.png;Music_Player_disabled.png;.png;1200x260;4.615385;JA;5785;181B427124FA839F53A0B397BAEC94E26421C304819782FD2FE336FFB09809FE;MUSIC_PLAYER;DISABLED;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\01_PANELS\Music_Player_normal.png;Music_Player_normal.png;.png;1200x260;4.615385;JA;5830;7C30BAEDFCDF31A2EECFF37E850CAC9C968075710344018EAA4D7A22551A56DE;MUSIC_PLAYER;NORMAL;panels/music_player_normal.paa;;JA;NEIN
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\01_PANELS\Music_Player_offline.png;Music_Player_offline.png;.png;1200x260;4.615385;JA;5761;2E0EDCAB46DA731C6B6A55E85021DC3491EBDF7C25FE835BD5C286E564969101;MUSIC_PLAYER;OFFLINE;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\01_PANELS\Music_Player_warning.png;Music_Player_warning.png;.png;1200x260;4.615385;JA;8680;273D3488C832B2BD804F10F43F68DC2CAE5C4E4E3ECBE004989D7F43133538FE;MUSIC_PLAYER;WARNING;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\01_PANELS\News_active.png;News_active.png;.png;760x360;2.111111;JA;8031;FCA4EEE5C1011F82282F8C57C833E12CDB4A58E924641B46C08D84B6A35112C6;PANEL;ACTIVE;Panel-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\01_PANELS\News_disabled.png;News_disabled.png;.png;760x360;2.111111;JA;5677;9EE29D48B4FD3D2E476775E83A258959C3CECB9C3FECF5DDABAE0D49D086A52B;PANEL;DISABLED;Panel-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\01_PANELS\News_normal.png;News_normal.png;.png;760x360;2.111111;JA;5665;0367ED23DDED15D954696C62CD0C38C9A028016BF6A2F7A636B638492F0274F0;PANEL;NORMAL;panels/news_normal.paa;;JA;NEIN
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\01_PANELS\News_offline.png;News_offline.png;.png;760x360;2.111111;JA;5632;654EB2C50109D05AD7E1036C768352F1DE43E71DE69FCEC1170D87C0B7A9201C;PANEL;OFFLINE;Panel-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\01_PANELS\News_warning.png;News_warning.png;.png;760x360;2.111111;JA;8622;344CDF9AB9E594551B758A7D28A4C1E4702C4DA9CBDC8409941F6AD370917E4A;PANEL;WARNING;Panel-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\01_PANELS\Next_Event_active.png;Next_Event_active.png;.png;760x310;2.451613;JA;8819;FFDEB167582813EF47AAB037077C6468359D85889BB4542B54058E7DC99D8639;PANEL;ACTIVE;Panel-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\01_PANELS\Next_Event_disabled.png;Next_Event_disabled.png;.png;760x310;2.451613;JA;6255;1A51662846686D85C6E8BFA594EAF7AF5F99D4287CA7359C741F56BDF40B20C7;PANEL;DISABLED;Panel-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\01_PANELS\Next_Event_normal.png;Next_Event_normal.png;.png;760x310;2.451613;JA;6175;99DAFBA203D33C9FD791DA0AF264D7D0AAF0218B56272C47357C5FF7B3196EF0;PANEL;NORMAL;Panel-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\01_PANELS\Next_Event_offline.png;Next_Event_offline.png;.png;760x310;2.451613;JA;6168;AE7E50F1103BA18CE89D6F2091E3AFFAF7A3D598619B6E9A1AF37BA293D57E7C;PANEL;OFFLINE;Panel-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\01_PANELS\Next_Event_warning.png;Next_Event_warning.png;.png;760x310;2.451613;JA;9105;72F957725179D0BEC498DFE10529F1697811972DD2CAEB3B7A02035909913D6F;PANEL;WARNING;Panel-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\01_PANELS\Server_Status_active.png;Server_Status_active.png;.png;760x420;1.809524;JA;9977;CB94FA483FE6A7D5FBC3D23B5D68588B0F562016113B68AB745AD243D9DD3325;PANEL;ACTIVE;Panel-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\01_PANELS\Server_Status_disabled.png;Server_Status_disabled.png;.png;760x420;1.809524;JA;7428;F85D7A80980685DBE08956F98754999F343C3B879C86875C4E4ACB9EDA0CB50F;PANEL;DISABLED;Panel-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\01_PANELS\Server_Status_normal.png;Server_Status_normal.png;.png;760x420;1.809524;JA;7546;AF313663F41B5103F48A1A22F6A9737D746F7A4C2D68CA2EAC7CF03BF025C783;PANEL;NORMAL;Panel-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\01_PANELS\Server_Status_offline.png;Server_Status_offline.png;.png;760x420;1.809524;JA;7420;6E1288747616F3A94855015B07541DB5019C7A8B80086CBFB66C50E4C68949F3;PANEL;OFFLINE;Panel-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\01_PANELS\Server_Status_warning.png;Server_Status_warning.png;.png;760x420;1.809524;JA;10477;ED69147795CFD5F5396327DBB643D59055752B31947359C37D5170158F883A9F;PANEL;WARNING;Panel-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\01_PANELS\Settings_active.paa;Settings_active.paa;.paa;;;NEIN;295990;DEDDCB868F92741B829769BE6DC01D088531299FFF5466616A0A444C3752904F;PANEL;ACTIVE;Panel-Reserve;;NEIN;NEIN
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\01_PANELS\Settings_active.png;Settings_active.png;.png;1100x860;1.279070;JA;14437;7D179B6E22741AF66F778A568351E0AE7BB2C755E1F03BB67F30C144D74EB896;PANEL;ACTIVE;Panel-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\01_PANELS\Settings_disabled.paa;Settings_disabled.paa;.paa;;;NEIN;294679;999B6F8A603801A095498259D224D531F8A0267A781B2C0EA823D808C26DFC68;PANEL;DISABLED;Panel-Reserve;;NEIN;NEIN
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\01_PANELS\Settings_disabled.png;Settings_disabled.png;.png;1100x860;1.279070;JA;11950;5D6BCB689077C75BFAE3AAD14547ADFA01FCC277353E8D00A4A4B9AF74256C4C;PANEL;DISABLED;Panel-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\01_PANELS\Settings_normal.png;Settings_normal.png;.png;1100x860;1.279070;JA;11783;B815922EEE51639D7518689C3C86AC69776E4C17FEFDB307C9CC4C8DC8B63C6D;PANEL;NORMAL;Panel-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\01_PANELS\Settings_offline.png;Settings_offline.png;.png;1100x860;1.279070;JA;11893;665F42B67F61ABEAC5924ACD68DEFB45C3809467270DEF25CBD95EDA83A216C1;PANEL;OFFLINE;Panel-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\01_PANELS\Settings_warning.png;Settings_warning.png;.png;1100x860;1.279070;JA;14912;C94633F978053C55BE64FF4AADE541CD28A22AEE1051E9A3766D6394BDCAEA54;PANEL;WARNING;Panel-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\01_PANELS\Shop_active.png;Shop_active.png;.png;1180x860;1.372093;JA;14122;F8ADBBC641E465B46B699D72C3512B4CE9CB54D6B68D6112DDBC641C916E7EF2;PANEL;ACTIVE;Panel-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\01_PANELS\Shop_disabled.png;Shop_disabled.png;.png;1180x860;1.372093;JA;11772;E7688838EFF061CAECEB827A5782AEE7C64B59DAFD561DAA863D5FD0A94737A1;PANEL;DISABLED;Panel-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\01_PANELS\Shop_normal.png;Shop_normal.png;.png;1180x860;1.372093;JA;11637;FF5D8874454215E1D776BBF92491B1339452F459831C7C795E40688B186EE210;PANEL;NORMAL;Panel-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\01_PANELS\Shop_offline.png;Shop_offline.png;.png;1180x860;1.372093;JA;11646;83519C1C88FF721815A0B54F985BB0B51907002AD56C5346063B088DA4E7B213;PANEL;OFFLINE;Panel-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\01_PANELS\Shop_warning.png;Shop_warning.png;.png;1180x860;1.372093;JA;14723;07DC4A4099113D5FB847C3AE932C3448E6B9764F1EB91E5FF18AD2D9CE3A628D;PANEL;WARNING;Panel-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\01_PANELS\Social_Media_active.paa;Social_Media_active.paa;.paa;;;NEIN;59734;98D3B1DCC29EB393E8C9E9CDA2DE88ECDCED36DBF2E3E50EB30F20A63AEC2ADB;SOCIAL;ACTIVE;Panel-Reserve;;NEIN;NEIN
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\01_PANELS\Social_Media_active.png;Social_Media_active.png;.png;760x240;3.166667;JA;7751;217FEFA7527DEE8AD5334641C3A0B35E9C93D1F8F374726A18E58CB9E24502F1;SOCIAL;ACTIVE;Panel-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\01_PANELS\Social_Media_disabled.png;Social_Media_disabled.png;.png;760x240;3.166667;JA;5389;DA6729A7ECB9398783176800BDA516C21DCF18867186A15CBD56A8D7C48A44B2;SOCIAL;DISABLED;Panel-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\01_PANELS\Social_Media_normal.paa;Social_Media_normal.paa;.paa;;;NEIN;58983;8E267C8AD507FE4A9D3AC0596B08B9090FC7AFB25F5F2FCCEA783F0295EEBC7B;SOCIAL;NORMAL;Panel-Reserve;;NEIN;NEIN
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\01_PANELS\Social_Media_normal.png;Social_Media_normal.png;.png;760x240;3.166667;JA;5504;58F7863E89292699C6F0CE76F144927FF66E388A731B264C876FD903F0D15EA3;SOCIAL;NORMAL;Panel-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\01_PANELS\Social_Media_offline.paa;Social_Media_offline.paa;.paa;;;NEIN;58670;2C3CF872665A33E7F66353873F6E352D23D2D68F5A259BFE78FDB5D0F3C869CC;SOCIAL;OFFLINE;Panel-Reserve;;NEIN;NEIN
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\01_PANELS\Social_Media_offline.png;Social_Media_offline.png;.png;760x240;3.166667;JA;5438;E72F19D933877F32B46C02CAD459361D9EF410DBB2C6067FFE4820222045979B;SOCIAL;OFFLINE;Panel-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\01_PANELS\Social_Media_warning.png;Social_Media_warning.png;.png;760x240;3.166667;JA;8161;0ED7315DA1D8C81EB2201EB4F6C94AB52B93B0270547DFE8498238EC87C6995D;SOCIAL;WARNING;Panel-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\01_PANELS\Tooltip_Large_active.png;Tooltip_Large_active.png;.png;620x240;2.583333;JA;4782;909F33120693E364E4228FCF0DFD221B9E7D8FCC55BB99E8CCAD4E48C8EB9B80;TOOLTIP;ACTIVE;Panel-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\01_PANELS\Tooltip_Large_disabled.png;Tooltip_Large_disabled.png;.png;620x240;2.583333;JA;2473;25049C2F6882D975DB20A0982A06A1E49D20AC3E7D14BA8023485AB00927C994;TOOLTIP;DISABLED;Panel-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\01_PANELS\Tooltip_Large_normal.png;Tooltip_Large_normal.png;.png;620x240;2.583333;JA;2520;C814005CEB32F2DC1831555CDC99626038826035730A4F6C37015C821978AAF7;TOOLTIP;NORMAL;Panel-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\01_PANELS\Tooltip_Large_offline.png;Tooltip_Large_offline.png;.png;620x240;2.583333;JA;2417;17ABA82E4133C679ABCE014FA06D7D0FCEA5E4FC023DA991D5EFF8A127BEAF1E;TOOLTIP;OFFLINE;Panel-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\01_PANELS\Tooltip_Large_warning.png;Tooltip_Large_warning.png;.png;620x240;2.583333;JA;5013;16FAD0C805B06E3F28B7278189C7E0D7028488916D1C37D38388AE6FCAD9C705;TOOLTIP;WARNING;Panel-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\01_PANELS\Tooltip_Small_active.png;Tooltip_Small_active.png;.png;420x160;2.625000;JA;4099;EFE02921775A3D995E1CAC2A12DA6A7A05847A79E2AC946D95A9248EC3D2DD15;TOOLTIP;ACTIVE;Panel-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\01_PANELS\Tooltip_Small_disabled.png;Tooltip_Small_disabled.png;.png;420x160;2.625000;JA;1868;45E18C43B86044224C12142DBF8109F143D3D3F01AD4118730F97D625C0DB9E7;TOOLTIP;DISABLED;Panel-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\01_PANELS\Tooltip_Small_normal.png;Tooltip_Small_normal.png;.png;420x160;2.625000;JA;1850;970D16867CC3696BD8545041A90FC23AE1580B524ACA41B714804426BE80E016;TOOLTIP;NORMAL;Panel-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\01_PANELS\Tooltip_Small_offline.png;Tooltip_Small_offline.png;.png;420x160;2.625000;JA;1904;134668871C758F5048927B35D84EC2F434E9F9681F2EF838F62589BD64B6AE96;TOOLTIP;OFFLINE;Panel-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\01_PANELS\Tooltip_Small_warning.png;Tooltip_Small_warning.png;.png;420x160;2.625000;JA;4376;06DB54179334AECDBDB1CA9EF7D9AFCDF4435334EE2E8820D48B9DA65506D26E;TOOLTIP;WARNING;Panel-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\02_BUTTONS\IconOnly\character_active.paa;character_active.paa;.paa;;;NEIN;9166;D01FE967C1D59F1E2F207E0D3ACF9BE2861C6FE0017C83391947722A781AE578;BUTTON;ACTIVE;UI-State-Reserve;;NEIN;NEIN
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\02_BUTTONS\IconOnly\character_active.png;character_active.png;.png;160x160;1.000000;JA;5219;0065F97B78A61B6A8915CAB6AE8681E8B5C9D9831D35111C17EEA1DBC77745AB;BUTTON;ACTIVE;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\02_BUTTONS\IconOnly\character_disabled.png;character_disabled.png;.png;160x160;1.000000;JA;1751;213F91ABE872BA4F7BEB9C83FC02E6610E6D39DF099C37F46CD1AB18CEE89CB0;BUTTON;DISABLED;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\02_BUTTONS\IconOnly\character_hover.png;character_hover.png;.png;160x160;1.000000;JA;5063;F696F36D5DFB1FDCD506272DAB08E3C2C30D8CAB0301870A6ACBFCD214AF9664;BUTTON;HOVER;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\02_BUTTONS\IconOnly\character_normal.png;character_normal.png;.png;160x160;1.000000;JA;1713;2BB79442E7EFD2C514AEAA13FCC5BF95CD442B8371BFE2F75307150259A30984;BUTTON;NORMAL;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\02_BUTTONS\IconOnly\character_pressed.png;character_pressed.png;.png;160x160;1.000000;JA;5179;EB463BE9C9701F21C3BAA82B2CD574FB9A4C98AC259F7FA07405647A9190E8EF;BUTTON;PRESSED;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\02_BUTTONS\IconOnly\character_warning.png;character_warning.png;.png;160x160;1.000000;JA;5669;56BD8B7CB93152C5C720FDD6DF09766E3553E5CAEE0BCDDD3380BD6AD6209162;BUTTON;WARNING;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\02_BUTTONS\IconOnly\clock_active.png;clock_active.png;.png;160x160;1.000000;JA;5639;1FD791B7529BA514AD52E4EBC9C5BE72B589FE274AD0C7F394FCDA30336340F3;BUTTON;ACTIVE;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\02_BUTTONS\IconOnly\clock_disabled.png;clock_disabled.png;.png;160x160;1.000000;JA;2127;8B0AB986B78EBE3DB25B19453585F9B14B469DD526365A2DEA4AC7EE1F78158C;BUTTON;DISABLED;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\02_BUTTONS\IconOnly\clock_hover.png;clock_hover.png;.png;160x160;1.000000;JA;5415;CAD57BCC3F7B0B666028D1B012C6CB9B14C9B7BC05207A70DCB03D1310748B7D;BUTTON;HOVER;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\02_BUTTONS\IconOnly\clock_normal.png;clock_normal.png;.png;160x160;1.000000;JA;2087;A1215E32E35C253232B8C29ECF73CBA080A000906AC7998F612629E83ADDCC51;BUTTON;NORMAL;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\02_BUTTONS\IconOnly\clock_pressed.png;clock_pressed.png;.png;160x160;1.000000;JA;5647;4A2B08F987CF896022D17E9ED2D25A31302BABCD31B73038FA0DF4101A3106EC;BUTTON;PRESSED;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\02_BUTTONS\IconOnly\clock_warning.png;clock_warning.png;.png;160x160;1.000000;JA;6083;742C069883D2A0C87FBC315E1DCF99E95CFC663656CB9DC900BE50921A8028F4;BUTTON;WARNING;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\02_BUTTONS\IconOnly\close_active.png;close_active.png;.png;160x160;1.000000;JA;5443;E848CA19AF98483DC0B2CF4E2397D940989334A7B759A59F6E95EAA419B636B1;BUTTON;ACTIVE;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\02_BUTTONS\IconOnly\close_disabled.png;close_disabled.png;.png;160x160;1.000000;JA;1926;0D2D535F195597192DC9D4614203914563463B416DBB0E9744225C5C821D989C;BUTTON;DISABLED;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\02_BUTTONS\IconOnly\close_hover.png;close_hover.png;.png;160x160;1.000000;JA;5267;43257F254F2D884AE7A4CF377C746325C8539975CEAE658189AD4915CF5D7848;BUTTON;HOVER;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\02_BUTTONS\IconOnly\close_normal.png;close_normal.png;.png;160x160;1.000000;JA;2007;B57AD5DEF32721B205ABB0DE61235E4EFBD780D9ECC18357DBD58A2E62A5B0FB;BUTTON;NORMAL;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\02_BUTTONS\IconOnly\close_pressed.png;close_pressed.png;.png;160x160;1.000000;JA;5413;BE21CE4E88F7490FCB7D942DB06120A0FFF8E98030DC53125457E7A9F18257D1;BUTTON;PRESSED;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\02_BUTTONS\IconOnly\close_warning.png;close_warning.png;.png;160x160;1.000000;JA;5816;ACA8A1649EB5989AC87AA5A13CA04763E4DCABEE211989E301AB2EDBA0F23E5A;BUTTON;WARNING;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\02_BUTTONS\IconOnly\coins_active.png;coins_active.png;.png;160x160;1.000000;JA;5604;21CF7D6CC1A1F34EF56C8E0CD9183F7CCBA74F2D8129014CE687F035EF84CC5C;BUTTON;ACTIVE;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\02_BUTTONS\IconOnly\coins_disabled.png;coins_disabled.png;.png;160x160;1.000000;JA;2117;107C1BBD28356F96FBD9334C35B684DD9DC2C6282DF89FAFF5C0BDB1918C9658;BUTTON;DISABLED;UI-State-Reserve;;NEIN;JA
